title;description;deadline;completed;duration;importance;hatelevel
Person on outside of car injured in collision with fixed or stationary object in nontraffic accident;Lowe's syndrome;2023-09-09T00:00:00.0000000+02:00;False;78922;3;5
Displaced fracture of neck of scapula, unspecified shoulder, subsequent encounter for fracture with malunion;Burn of unspecified degree of right thumb (nail), subsequent encounter;;False;2964;1;5
Unspecified superficial injury of unspecified parts of thorax, initial encounter;Unspecified motorcycle rider injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter;2024-08-03T00:00:00.0000000+02:00;False;37276;2;2
Chronic dacryoadenitis, bilateral lacrimal gland;Adverse effect of immunoglobulin;;False;80110;1;2
Glossitis;Other specified injury of deep palmar arch of unspecified hand;;False;55380;5;1
Postprocedural seroma of a genitourinary system organ or structure following other procedure;Dysmenorrhea, unspecified;2024-01-07T00:00:00.0000000+01:00;True;85764;1;3
Nondisplaced transverse fracture of shaft of left radius, subsequent encounter for closed fracture with delayed healing;Unspecified traumatic displaced spondylolisthesis of third cervical vertebra;;True;35309;1;2
Displaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing;Neonatal vaginal hemorrhage;2024-12-03T00:00:00.0000000+01:00;False;46103;5;2
Acute mastoiditis without complications, left ear;Unspecified fracture of left lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;;True;42894;3;2
Rheumatoid lung disease with rheumatoid arthritis of elbow;Motorcycle driver injured in collision with pedestrian or animal in nontraffic accident, subsequent encounter;2024-10-01T00:00:00.0000000+02:00;True;30717;2;5
Unspecified injury of intrinsic muscle and tendon at ankle and foot level, unspecified foot, subsequent encounter;Other injury of unspecified muscle(s) and tendon(s) at lower leg level, left leg;2024-08-06T00:00:00.0000000+02:00;True;67776;3;4
Open bite, unspecified ankle, subsequent encounter;Laceration of posterior tibial artery, right leg, sequela;;True;69199;1;4
Passenger in pick-up truck or van injured in collision with pedal cycle in nontraffic accident, subsequent encounter;Injury of other blood vessels at forearm level;2024-05-03T00:00:00.0000000+02:00;True;37091;2;2
Corrosion of unspecified degree of multiple sites of lower limb, except ankle and foot;Greenstick fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion;2024-11-08T00:00:00.0000000+01:00;True;18862;2;1
Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, accidental (unintentional);Other specified injury of left renal artery;;True;28399;5;5
Abscess of right upper eyelid;Nondisplaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion;;False;77715;1;4
Collapsed vertebra, not elsewhere classified, sacral and sacrococcygeal region, initial encounter for fracture;Other and unspecified lesions of oral mucosa;2023-03-11T00:00:00.0000000+01:00;False;22504;1;4
Displaced longitudinal fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Corrosion of third degree of left axilla, initial encounter;2024-10-02T00:00:00.0000000+02:00;True;3219;5;2
Person on outside of heavy transport vehicle injured in noncollision transport accident in nontraffic accident, sequela;Nondisplaced fracture of unspecified radial styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;;True;3065;3;4
Unspecified open wound of abdominal wall, right upper quadrant without penetration into peritoneal cavity, initial encounter;Strain of muscle, fascia and tendon of triceps, unspecified arm;;False;23312;2;1
Unspecified subluxation of unspecified ulnohumeral joint, initial encounter;Abrasion of unspecified back wall of thorax;;True;70053;2;2
Other superficial bite of hand of unspecified hand, sequela;External constriction of vagina and vulva, subsequent encounter;2024-04-07T00:00:00.0000000+02:00;True;77134;1;2
Person injured while boarding or alighting from other special all-terrain or other off-road motor vehicle, initial encounter;Other acquired deformities of foot;;True;83366;2;5
Nondisplaced pilon fracture of unspecified tibia, sequela;Nondisplaced fracture of unspecified radial styloid process, initial encounter for open fracture type I or II;2024-01-07T00:00:00.0000000+01:00;False;77582;4;2
Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter;Stress fracture, right ulna, subsequent encounter for fracture with routine healing;;True;82713;2;4
Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of lower leg;Injury of digital nerve of left ring finger, sequela;2024-03-08T00:00:00.0000000+01:00;True;37450;1;3
Other subluxation of unspecified foot;Psychological abuse complicating pregnancy, first trimester;2024-01-06T00:00:00.0000000+01:00;False;16444;1;2
Surgical instruments, materials and obstetric and gynecological devices (including sutures) associated with adverse incidents;Unspecified fracture of the lower end of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC;;True;68396;1;3
Inflammatory conditions of jaws;Falling, lying or running before or into moving object, undetermined intent, initial encounter;2024-07-06T00:00:00.0000000+02:00;True;53588;1;4
Vesicoureteral-reflux;Other chronic allergic conjunctivitis;;False;54213;4;5
Iliofemoral ligament sprain of hip;Displaced avulsion fracture (chip fracture) of left talus, subsequent encounter for fracture with delayed healing;;False;37513;2;3
Corrosion of third degree of left foot, subsequent encounter;War operations involving other fires, conflagrations and hot substances, civilian;;False;1040;3;4
Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with routine healing;Other specified injury of unspecified tibial artery, right leg, sequela;;True;34834;3;2
Unspecified injury of right hip;Other fracture of shaft of right tibia, initial encounter for open fracture type I or II;;False;43084;5;4
Displaced fracture of base of fourth metacarpal bone, left hand, sequela;Laceration of unspecified blood vessel at ankle and foot level, right leg, sequela;;False;22256;5;1
Traumatic cerebral edema with loss of consciousness greater than 24 hours with return to pre-existing conscious level;Abrasion of abdominal wall, sequela;2024-03-05T00:00:00.0000000+01:00;True;60919;3;4
Unspecified nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture;Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with routine healing;;False;85143;5;3
Injury of facial nerve, left side, sequela;Major laceration of femoral artery, unspecified leg, initial encounter;;True;71995;5;4
Other secondary osteonecrosis, right femur;Corrosion of unspecified degree of unspecified elbow, sequela;2024-05-08T00:00:00.0000000+02:00;True;51764;2;3
Poisoning by glucocorticoids and synthetic analogues, undetermined, sequela;Derangement of unspecified meniscus due to old tear or injury, right knee;;False;43215;3;3
Type III traumatic spondylolisthesis of fifth cervical vertebra, subsequent encounter for fracture with delayed healing;Laceration of unspecified urinary and pelvic organ, sequela;2024-04-02T00:00:00.0000000+02:00;False;61867;1;2
Unspecified injury of muscle, fascia and tendon at neck level;Adverse effect of unspecified topical agent;;False;13663;4;4
Posterior dislocation of unspecified radial head, subsequent encounter;Unspecified injury of left ankle, sequela;;True;83588;2;1
Unspecified occupant of three-wheeled motor vehicle injured in noncollision transport accident in nontraffic accident, subsequent encounter;Varicose veins of left lower extremity with ulcer other part of foot;;True;62481;5;2
Other specified type of carcinoma in situ of left breast;Displaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type I or II with malunion;;False;82986;4;5
Spasm of accommodation, right eye;Carcinoma in situ of skin of unspecified lower limb, including hip;;False;23937;4;5
Ascariasis with other complications;Other physeal fracture of upper end of right femur, subsequent encounter for fracture with delayed healing;;True;858;5;4
Passenger in heavy transport vehicle injured in noncollision transport accident in nontraffic accident;Intestinal myiasis;;True;17258;3;2
Malignant neoplasm of appendix;Laceration of vein at forearm level, left arm, subsequent encounter;;True;7994;5;5
Embolism due to internal prosthetic devices, implants and grafts, not elsewhere classified;Other fracture of lower end of right ulna, initial encounter for closed fracture;;False;21987;4;5
Dislocation of metacarpophalangeal joint of left ring finger, sequela;Adverse effect of cephalosporins and other beta-lactam antibiotics, sequela;;False;54546;3;4
Hypertrophy of kidney;Other infective bursitis, unspecified elbow;;True;70038;5;5
Post-osseointegration biological failure of dental implant;Rapidly progressive nephritic syndrome with diffuse mesangiocapillary glomerulonephritis;;False;62952;1;4
Laceration without foreign body of foot;Nondisplaced articular fracture of head of unspecified femur;2024-09-05T00:00:00.0000000+02:00;True;67741;4;1
Non-in-line roller-skater colliding with stationary object, sequela;Salter-Harris Type IV physeal fracture of lower end of unspecified femur, subsequent encounter for fracture with malunion;2024-01-04T00:00:00.0000000+01:00;False;83958;2;5
Other mental disorders complicating pregnancy, first trimester;Other specific joint derangements of right shoulder, not elsewhere classified;;True;27023;1;2
Nondisplaced fracture of medial phalanx of unspecified finger, subsequent encounter for fracture with malunion;Displaced oblique fracture of shaft of right ulna, subsequent encounter for closed fracture with delayed healing;2023-07-12T00:00:00.0000000+02:00;False;58395;5;4
Neoplasm of uncertain behavior of right breast;Laceration of other blood vessels at forearm level;2024-03-07T00:00:00.0000000+01:00;False;80745;3;1
Other fracture of fourth lumbar vertebra, subsequent encounter for fracture with delayed healing;Other specified diabetes mellitus with other skin complications;2024-07-01T00:00:00.0000000+02:00;False;10814;1;3
Unspecified injury of axillary or brachial vein, left side, initial encounter;Malignant hyperthermia due to anesthesia, sequela;;True;20723;3;5
Pain in unspecified joint;Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, unspecified extremity;;True;43230;5;3
Laceration of unspecified blood vessel at lower leg level, right leg, initial encounter;Torus fracture of upper end of left radius, subsequent encounter for fracture with routine healing;;False;57810;4;3
Pedestrian with other conveyance injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter;Cocaine use, unspecified with cocaine-induced mood disorder;;True;50513;2;2
Insect bite (nonvenomous) of unspecified elbow;Juvenile osteochondrosis of spine, lumbosacral region;2024-03-06T00:00:00.0000000+01:00;True;29536;4;4
Toxic effect of chloroform, accidental (unintentional), sequela;Allergy status to narcotic agent status;;False;68005;4;1
Unspecified fracture of left pubis, initial encounter for open fracture;Nondisplaced fracture of coronoid process of left ulna, subsequent encounter for closed fracture with malunion;;True;14939;4;2
Infection and inflammatory reaction due to internal fixation device of right radius;Abnormal innervation syndrome unspecified eye, unspecified eyelid;2023-10-09T00:00:00.0000000+02:00;False;63898;4;1
Burn of second degree of single left finger (nail) except thumb, initial encounter;Dislocation of unspecified thoracic vertebra;;True;43997;2;3
Stevens-Johnson syndrome;Terrorism involving explosion of marine weapons, public safety official injured, sequela;;True;4599;1;3
Contact with explosive material, undetermined intent, sequela;Unspecified transport accident, sequela;;False;23938;4;4
Other mature T/NK-cell lymphomas, lymph nodes of inguinal region and lower limb;Epiphora due to excess lacrimation, unspecified lacrimal gland;;True;13334;4;3
Burn of first degree of lip(s);Diffuse secondary atrophy of choroid, right eye;2024-08-05T00:00:00.0000000+02:00;False;70385;3;4
Urethral discharge;Laceration without foreign body, right hip, subsequent encounter;;False;57825;5;2
Displaced osteochondral fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;Other injury of muscle, fascia and tendon of long head of biceps, left arm, initial encounter;2024-06-05T00:00:00.0000000+02:00;True;13702;5;1
Puncture wound with foreign body of anus, sequela;Malignant neoplasm of anterior floor of mouth;;True;43420;5;3
Displaced fracture of body of hamate [unciform] bone, right wrist, subsequent encounter for fracture with nonunion;Contusion of right upper arm, initial encounter;;False;25088;3;2
Poisoning by inhaled anesthetics, intentional self-harm, sequela;Fall from dock;2023-05-12T00:00:00.0000000+02:00;False;32161;3;2
Displaced avulsion fracture of unspecified ilium, initial encounter for closed fracture;Frostbite with tissue necrosis of unspecified wrist;2023-10-12T00:00:00.0000000+02:00;False;32107;5;4
Medial dislocation of unspecified ulnohumeral joint, sequela;Subluxation of interphalangeal joint of right lesser toe(s), initial encounter;;False;24926;2;4
Underdosing of unspecified psychotropic drug, sequela;Laceration without foreign body of abdominal wall, left lower quadrant with penetration into peritoneal cavity;;True;7499;3;5
Malignant melanoma of other and unspecified parts of face;Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye;;True;52876;4;3
Traumatic rupture of palmar ligament of right ring finger at metacarpophalangeal and interphalangeal joint, subsequent encounter;Other fracture of sacrum;;True;8503;5;3
Other specified injury of unspecified muscles, fascia and tendons at thigh level, unspecified thigh;Terrorism involving nuclear weapons, civilian injured, initial encounter;;True;54033;1;1
Toxic effect of contact with unspecified venomous animal, undetermined, initial encounter;Wear of articular bearing surface of internal prosthetic right hip joint, initial encounter;;False;9566;2;2
Other specified congenital malformations of male genital organs;External constriction of unspecified front wall of thorax, initial encounter;;True;37154;4;4
Major laceration of unspecified innominate or subclavian vein, initial encounter;Bitten by squirrel, initial encounter;2024-04-01T00:00:00.0000000+02:00;True;44267;1;5
War operations involving destruction of aircraft due to onboard fire, civilian, subsequent encounter;Poisoning by tricyclic antidepressants, undetermined, sequela;2023-02-11T00:00:00.0000000+01:00;False;33685;1;3
Infection and inflammatory reaction due to internal fixation device of unspecified site;Nephrotic syndrome with unspecified morphologic changes;;False;16895;5;2
Nondisplaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for open fracture type I or II with routine healing;Displaced fracture of trapezoid [smaller multangular], right wrist, subsequent encounter for fracture with nonunion;2024-05-02T00:00:00.0000000+02:00;True;85060;4;1
Driver of other special all-terrain or other off-road motor vehicle injured in traffic accident, initial encounter;Other specified injury of unspecified blood vessel at hip and thigh level, left leg;;True;23701;2;4
Passenger of special industrial vehicle injured in traffic accident;Strain of left Achilles tendon, sequela;;False;86149;3;1
Labor and delivery complicated by vascular lesion of cord, fetus 2;Adult osteochondrosis of spine, site unspecified;;True;44435;1;1
Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Moderate laceration of body of pancreas;;True;51801;3;3
Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with malunion;Assault by unspecified explosive, initial encounter;;False;28855;2;3
Contact with workbench tool, sequela;Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, right eye;2023-02-12T00:00:00.0000000+01:00;False;56371;5;5
Blepharochalasis right lower eyelid;Other sprain of left hip, subsequent encounter;;True;1089;2;1
Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester;Occupant of animal-drawn vehicle injured in collision with pedal cycle;;False;39893;4;5
Tear of articular cartilage of knee, current;Burn of first degree of head, face, and neck, unspecified site;;False;61476;1;3
Displaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing;Other injury of pleura, subsequent encounter;2024-09-05T00:00:00.0000000+02:00;True;56488;1;5
Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter;Animal-rider injured in collision with railway train or railway vehicle, sequela;2024-04-07T00:00:00.0000000+02:00;True;48602;3;1
Contusion of right wrist, sequela;Secondary malignant neoplasm of lung;;False;68152;5;3
Toxic effect of organophosphate and carbamate insecticides, accidental (unintentional), sequela;Poisoning by digestants, assault, initial encounter;;False;59782;1;1
Contusion of right hip;Poisoning by unspecified systemic anti-infective and antiparasitics, assault;2024-09-06T00:00:00.0000000+02:00;True;76756;5;3
Displaced spiral fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion;Laceration without foreign body of left upper arm, initial encounter;;False;59946;3;1
Fracture of coronoid process of left mandible, initial encounter for open fracture;Injury of unspecified blood vessel at neck level, initial encounter;;False;9990;5;1
Unspecified subluxation of left knee, initial encounter;Partial placenta previa with hemorrhage, unspecified trimester;;False;11568;1;3
Torus fracture of upper end of left tibia, subsequent encounter for fracture with nonunion;Traumatic arthropathy, unspecified site;;False;28210;5;5
Puncture wound without foreign body of right index finger without damage to nail;Madarosis of left eye, unspecified eyelid and periocular area;2023-04-09T00:00:00.0000000+02:00;False;74101;1;2
Other specified injuries of head, subsequent encounter;Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm, subsequent encounter;;False;20361;1;3
Harada's disease, right eye;Phlyctenular keratoconjunctivitis, right eye;;False;55806;3;2
Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, sequela;Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, initial encounter;;True;1768;4;1
Other specified injury of dorsal artery of unspecified foot, sequela;Hereditary nephropathy, not elsewhere classified with diffuse endocapillary proliferative glomerulonephritis;2024-02-07T00:00:00.0000000+01:00;True;57864;2;1
Displaced Rolando's fracture, unspecified hand, subsequent encounter for fracture with routine healing;Dislocation of metacarpophalangeal joint of right little finger, sequela;;True;7514;4;4
Nephrotic syndrome with unspecified morphologic changes;Non-pressure chronic ulcer of left thigh;2024-02-03T00:00:00.0000000+01:00;False;39681;5;2
Other specified injury of extensor muscle, fascia and tendon of left thumb at wrist and hand level;Gestational diabetes mellitus in pregnancy;;False;81961;2;1
Poisoning by hemostatic drug, intentional self-harm, initial encounter;Poisoning by other antidysrhythmic drugs, undetermined, initial encounter;;False;75916;1;2
Posterior subluxation of proximal end of tibia, right knee, sequela;Malignant neoplasm of connective and soft tissue of upper limb, including shoulder;2023-10-09T00:00:00.0000000+02:00;False;2551;3;3
Burn of second degree of multiple sites of ankle and foot;Acute on chronic slipped upper femoral epiphysis (nontraumatic), right hip;2024-09-03T00:00:00.0000000+02:00;True;43222;2;4
Acute gastric ulcer with both hemorrhage and perforation;Husband, perpetrator of maltreatment and neglect;;True;82273;4;5
Atherosclerosis of other type of bypass graft(s) of the extremities;Periprosthetic fracture around internal prosthetic knee joint;2023-07-09T00:00:00.0000000+02:00;False;14371;4;3
Abdominal pregnancy with intrauterine pregnancy;Complete traumatic transphalangeal amputation of other finger, initial encounter;2024-06-07T00:00:00.0000000+02:00;True;31310;3;4
Nondisplaced fracture of posterior wall of right acetabulum, subsequent encounter for fracture with delayed healing;Toxic effect of venom of other snake, intentional self-harm, subsequent encounter;;False;32216;2;1
Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level;Minor laceration of femoral vein at hip and thigh level, right leg, initial encounter;;True;444;2;1
Strain of intrinsic muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter;Pressure ulcer of unspecified hip, unstageable;;False;32207;1;1
Nondisplaced fracture of pisiform, unspecified wrist, sequela;Toxic effect of unspecified noxious substance eaten as food, undetermined;;False;65538;4;4
Malignant melanoma of right eyelid, including canthus;Nondisplaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with delayed healing;2024-07-02T00:00:00.0000000+02:00;True;75456;1;3
Non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of muscle;Herpesviral infection of other male genital organs;2024-06-08T00:00:00.0000000+02:00;True;27120;3;4
Burns involving 40-49% of body surface;Exposure to reduction in atmospheric pressure while surfacing from underground, subsequent encounter;;True;43365;2;5
Displaced transcondylar fracture of left humerus, subsequent encounter for fracture with routine healing;Toxic effect of contact with other venomous amphibian, accidental (unintentional);;False;81583;5;5
Subluxation of unspecified interphalangeal joint of left ring finger, initial encounter;Postprocedural seroma of left eye and adnexa following an ophthalmic procedure;;True;66800;4;2
Pedal cycle passenger injured in collision with pedestrian or animal in nontraffic accident, sequela;Unspecified fracture of shaft of left femur, sequela;;True;70194;1;3
Traumatic rupture of unspecified ligament of right index finger at metacarpophalangeal and interphalangeal joint, subsequent encounter;Pre-existing essential hypertension complicating childbirth;2024-12-02T00:00:00.0000000+01:00;True;65422;5;1
Unspecified war operations occurring after cessation of hostilities, civilian;Other mechanical complication of biological heart valve graft, initial encounter;;False;34520;5;4
Chronic gout due to renal impairment, left hand;Corrosion of unspecified degree of unspecified lower leg, sequela;;False;22825;5;2
Occupational exposure to vibration;Open bite of abdominal wall, periumbilic region without penetration into peritoneal cavity;2023-02-11T00:00:00.0000000+01:00;False;43986;4;4
Benign neoplasm of other specified urinary organs;Toxic effect of other halogen derivatives of aliphatic hydrocarbons, undetermined, initial encounter;;False;14576;1;1
Toxic effect of venom of black widow spider, undetermined;Large plaque parapsoriasis;2023-03-12T00:00:00.0000000+01:00;True;49937;4;3
Car passenger injured in collision with van in nontraffic accident, initial encounter;Whole chromosome monosomy, nonmosaicism (meiotic nondisjunction);2024-04-05T00:00:00.0000000+02:00;True;9990;1;4
Tuberculosis of other male genital organs;Person on outside of car injured in collision with pedestrian or animal in nontraffic accident, sequela;2024-08-07T00:00:00.0000000+02:00;False;63889;5;4
Nondisplaced comminuted fracture of shaft of ulna, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC;Nondisplaced comminuted fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion;;True;10710;3;2
Mechanical complication of respirator;Unspecified injury of intrinsic muscle, fascia and tendon of right thumb at wrist and hand level, subsequent encounter;2024-02-06T00:00:00.0000000+01:00;False;32585;4;5
Contusion of unspecified wrist;Displaced fracture of base of fifth metacarpal bone. left hand, subsequent encounter for fracture with routine healing;;False;43765;5;1
Narcissistic personality disorder;Other contact with mouse;;True;64497;4;4
Displaced fracture of capitate [os magnum] bone, right wrist, initial encounter for open fracture;Other bursitis, not elsewhere classified, left elbow;;False;38540;4;4
Intentional self-harm by exposure to extremes of cold, sequela;Unspecified injury of unspecified blood vessel at hip and thigh level;2024-09-08T00:00:00.0000000+02:00;False;31136;5;4
Laceration of muscle, fascia and tendon of right hip, subsequent encounter;Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], undetermined;;True;27189;1;2
Intentional self-harm by machine gun discharge, initial encounter;Toxic effect of cyanides, assault, subsequent encounter;;True;18450;1;4
Other optic atrophy, unspecified eye;Other secondary chronic gout, left elbow;2024-10-05T00:00:00.0000000+02:00;False;34066;1;4
Rupture of synovium, elbow;Other specified injury of posterior tibial artery, unspecified leg, sequela;;True;46760;1;5
Dysphagia, pharyngoesophageal phase;Poisoning by oral contraceptives, undetermined, subsequent encounter;2024-09-04T00:00:00.0000000+02:00;False;83531;1;5
Encounter for adjustment and management of bone conduction device;Salter-Harris Type II physeal fracture of unspecified calcaneus, subsequent encounter for fracture with routine healing;2023-02-12T00:00:00.0000000+01:00;True;8159;2;1
3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion;Salter-Harris Type III physeal fracture of unspecified calcaneus, subsequent encounter for fracture with delayed healing;2024-01-06T00:00:00.0000000+01:00;True;11708;1;4
Todd's paralysis (postepileptic);Injury of tibial nerve at lower leg level, right leg, subsequent encounter;2023-05-11T00:00:00.0000000+02:00;True;81420;3;3
Unspecified fracture of unspecified metacarpal bone, subsequent encounter for fracture with routine healing;Other fracture of shaft of right tibia, subsequent encounter for closed fracture with malunion;;True;70708;3;5
Infection and inflammatory reaction due to internal fixation device of left ulna;Torus fracture of upper end of right humerus;;True;83209;1;4
Sprain of jaw, left side;Other specified crystal arthropathies, left hip;;True;73709;1;4
Displaced comminuted fracture of shaft of right femur, subsequent encounter for open fracture type I or II with delayed healing;Postprocedural hemorrhage of a circulatory system organ or structure following cardiac bypass;2023-05-11T00:00:00.0000000+02:00;False;72925;5;4
Somatization disorder;Hypertrichosis of left lower eyelid;;True;82268;5;1
Burn of other internal organ;Other specified disorders of synovium and tendon;;False;34442;5;5
Displaced fracture of base of second metacarpal bone. left hand, subsequent encounter for fracture with malunion;Traumatic compartment syndrome of unspecified lower extremity, subsequent encounter;;True;67851;4;5
Major laceration of unspecified pulmonary blood vessels, subsequent encounter;Idiopathic gout, shoulder;2023-09-10T00:00:00.0000000+02:00;False;5403;2;2
Displaced intertrochanteric fracture of right femur, initial encounter for closed fracture;Poisoning by cephalosporins and other beta-lactam antibiotics, assault, subsequent encounter;;True;48770;4;5
Other specified injury of greater saphenous vein at lower leg level, unspecified leg, subsequent encounter;Neoplasm of uncertain behavior of placenta;;False;30264;3;1
Complete traumatic metacarpophalangeal amputation of right little finger, initial encounter;Unspecified superficial injury of unspecified finger, sequela;;True;72918;2;2
Low lying placenta NOS or without hemorrhage, unspecified trimester;Fracture of unspecified phalanx of left little finger, subsequent encounter for fracture with nonunion;;False;10230;5;3
Pedal cycle passenger injured in collision with unspecified motor vehicles in nontraffic accident;Displaced fracture of base of second metacarpal bone. left hand;;False;46867;3;3
Nondisplaced fracture of neck of second metacarpal bone, left hand, initial encounter for open fracture;Laceration of extensor muscle, fascia and tendon of left ring finger at wrist and hand level, initial encounter;;False;52893;3;2
War operations involving fragments from munitions, civilian, subsequent encounter;Extravasation of other vesicant agent, subsequent encounter;;False;51058;1;3
Other specified injury of unspecified blood vessel at shoulder and upper arm level, unspecified arm, initial encounter;Drowning and submersion due to other accident to other unpowered watercraft, subsequent encounter;;False;13258;2;2
Contusion of left thumb without damage to nail;Other specified injury of unspecified blood vessel at hip and thigh level, left leg, sequela;;False;36062;1;3
Other chondrocalcinosis, left knee;Displaced fracture of medial wall of left acetabulum;2023-06-11T00:00:00.0000000+02:00;False;23561;4;5
Accident to, on or involving ski lift, sequela;Displaced oblique fracture of shaft of humerus, left arm, sequela;2024-11-02T00:00:00.0000000+01:00;False;19998;4;3
Salter-Harris Type III physeal fracture of upper end of radius, unspecified arm, subsequent encounter for fracture with nonunion;Corrosion of first degree of unspecified knee, subsequent encounter;;False;74557;3;2
Unspecified cleft palate with unilateral cleft lip;Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, assault, subsequent encounter;2024-06-07T00:00:00.0000000+02:00;True;72085;5;4
Idiopathic aseptic necrosis of left shoulder;Subluxation of left ankle joint, initial encounter;2024-06-08T00:00:00.0000000+02:00;False;71633;1;2
Poisoning by other psychotropic drugs, accidental (unintentional), initial encounter;Felty's syndrome, unspecified shoulder;2023-06-12T00:00:00.0000000+02:00;True;85789;5;4
Poisoning by methylphenidate, undetermined, subsequent encounter;Toxic effect of contact with other venomous plant, undetermined, initial encounter;2023-05-10T00:00:00.0000000+02:00;False;7418;4;3
Unspecified dislocation of unspecified thumb, initial encounter;Toxic effect of other specified substances, assault, sequela;;False;75937;2;2
Foreign body in vulva and vagina;External constriction of lower leg;;True;2457;5;1
Minimally displaced Zone II fracture of sacrum, subsequent encounter for fracture with routine healing;Nondisplaced fracture of shaft of fourth metacarpal bone, left hand, sequela;;False;46541;3;3
Meconium aspiration;Corrosion of second degree of left thumb (nail);;False;59699;1;1
Salter-Harris Type III physeal fracture of lower end of unspecified femur, subsequent encounter for fracture with malunion;Legal intervention involving unspecified gas;2024-07-01T00:00:00.0000000+02:00;True;3020;2;3
Passenger on bus injured in collision with other motor vehicles in nontraffic accident, sequela;Displaced comminuted fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with routine healing;;False;3210;2;4
Unspecified blepharoconjunctivitis, left eye;Nondisplaced fracture of body of scapula, unspecified shoulder, subsequent encounter for fracture with malunion;2024-03-07T00:00:00.0000000+01:00;False;59737;1;2
Inferior dislocation of acromioclavicular joint;Unspecified mononeuropathy of unspecified upper limb;2024-11-02T00:00:00.0000000+01:00;True;16326;1;5
Unspecified injury of thorax;Nondisplaced fracture of neck of first metacarpal bone, right hand, subsequent encounter for fracture with routine healing;2023-05-10T00:00:00.0000000+02:00;False;53594;3;4
Burns involving 90% or more of body surface with 90% or more third degree burns;Elevated prostate specific antigen [PSA];;False;56805;4;1
Subluxation of T12/L1 thoracic vertebra;Unspecified fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;;True;71962;5;3
Displaced oblique fracture of shaft of right femur, subsequent encounter for open fracture type I or II with malunion;Zygomatic fracture, right side, initial encounter for closed fracture;2024-07-04T00:00:00.0000000+02:00;True;16376;1;2
Other mechanical complication of unspecified cardiac and vascular devices and implants, initial encounter;Microcystoid degeneration of retina, unspecified eye;2024-04-08T00:00:00.0000000+02:00;True;21287;2;1
Laceration of lung, unspecified, initial encounter;Retained (nonmagnetic) (old) foreign body in iris or ciliary body, left eye;;False;22821;5;5
Burn of third degree of right shoulder;Fracture of first lumbar vertebra;;False;45282;4;3
Salter-Harris Type IV physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with delayed healing;Terrorism involving other explosions and fragments, civilian injured, initial encounter;;False;16816;3;1
Injury of radial artery at forearm level;Neoplasm of uncertain behavior of left adrenal gland;2023-10-12T00:00:00.0000000+02:00;False;5920;5;5
